Group,Identity,Coverage
groupe2000,0.183,0.809
groupe1000,0.223,0.917
groupe1000,0.149,0.875
groupe1000,0.164,0.884
groupe1000,0.47,0.952
groupe1000,0.813,0.974
groupe1000,0.148,0.659
groupe1000,0.981,1.0
groupe1000,0.189,0.899
groupe1000,0.587,0.973
groupe1000,0.148,0.873
groupe1000,0.163,0.888
groupe1000,0.233,0.905
groupe1000,0.579,0.972
groupe1000,0.164,0.885
groupe1000,0.219,0.916
groupe1000,0.989,1.0
groupe1000,0.994,1.0
groupe1000,0.587,0.973
groupe1000,0.78,0.998
groupe1000,0.167,0.906
groupe1000,0.618,0.979
groupe1000,0.585,0.973
groupe1000,0.612,0.983
groupe1000,0.074,0.713
groupe1000,0.134,0.707
groupe1000,0.147,0.803
groupe1000,0.175,0.753
groupe1000,0.025,0.769
groupe1000,0.338,0.95
groupe1000,0.284,0.853
groupe1000,0.149,0.793
groupe1000,0.185,0.774
groupe1000,0.091,0.689
groupe1000,0.494,0.975
groupe1000,0.098,0.743
groupe1000,0.222,0.908
groupe1000,0.16,0.848
groupe1000,0.11,0.712
groupe1000,0.247,0.664
groupe1000,1.0,1.0
groupe1000,0.181,0.773
groupe1000,0.062,0.666
groupe1000,0.111,0.731
groupe1000,0.147,0.775
groupe1000,0.1,0.84
groupe1000,0.995,1.0
groupe1000,0.888,0.995
groupe1000,0.109,0.701
groupe1000,0.252,0.791
groupe1000,0.168,0.762
groupe1000,0.496,0.851
groupe1000,0.475,0.965
groupe1000,0.245,0.662
groupe1000,0.111,0.701
groupe1000,0.985,1.0
groupe1000,0.431,0.963
groupe1000,0.62,0.985
groupe1000,0.698,0.851
groupe1000,0.149,0.641
groupe1000,0.137,0.722
groupe1000,0.114,0.701
groupe1000,0.254,0.696
groupe1000,0.992,1.0
groupe1000,0.131,0.663
groupe1000,0.611,0.966
groupe1000,0.096,0.653
groupe1000,0.237,0.694
groupe1000,0.175,0.718
groupe1000,0.122,0.564
groupe1000,0.535,0.979
groupe1000,0.197,0.737
groupe1000,0.184,0.713
groupe1000,0.184,0.714
groupe1000,0.17,0.703
groupe1000,0.185,0.712
groupe1000,0.149,0.617
groupe1000,0.541,0.896
groupe1000,0.628,0.802
groupe1000,0.973,0.998
groupe1000,0.21,0.701
groupe1000,0.157,0.765
groupe1000,0.994,1.0
groupe1000,0.624,0.807
groupe1000,0.727,0.79
groupe1000,0.164,0.656
groupe1000,0.196,0.71
groupe1000,0.989,0.957
groupe1000,0.955,1.0
groupe1000,0.24,0.879
groupe1000,0.196,0.79
groupe1000,0.127,0.795
groupe1000,0.091,0.773
groupe1000,0.147,0.805
groupe1000,0.092,0.791
groupe1000,0.136,0.865
groupe1000,0.171,0.834
groupe1000,0.111,0.859
groupe1000,0.198,0.834
groupe1000,0.107,0.904
groupe1000,0.145,0.877
groupe1000,0.991,1.0
groupe1000,0.134,0.822
groupe1000,0.117,0.873
groupe1000,0.14,0.857
groupe1000,0.955,1.0
groupe1000,0.12,0.804
groupe1000,0.144,0.809
groupe1000,0.145,0.824
groupe1000,0.193,0.821
groupe1000,0.986,1.0
groupe1000,0.345,0.906
groupe1000,0.845,1.0
groupe1000,0.123,0.703
groupe1000,0.193,0.821
groupe1000,0.138,0.863
groupe1000,0.973,1.0
groupe1000,0.82,0.847
groupe1000,0.18,0.834
groupe1000,0.181,0.8
groupe1000,0.172,0.834
groupe1000,0.3,0.794
groupe1000,0.167,0.631
groupe1000,0.14,0.687
groupe1000,0.227,0.797
groupe1000,0.132,0.691
groupe1000,0.164,0.804
groupe1000,0.193,0.78
groupe1000,0.169,0.634
groupe1000,0.233,0.698
groupe1000,0.475,0.923
groupe1000,0.51,0.927
groupe1000,0.486,0.907
groupe1000,0.984,1.0
groupe1000,0.549,0.953
groupe1000,0.979,1.0
groupe1000,0.417,0.871
groupe1000,0.49,0.927
groupe1000,1.0,1.0
groupe1000,0.516,0.927
groupe1000,0.399,0.958
groupe1000,0.213,0.843
groupe1000,0.136,0.842
groupe1000,0.455,0.911
groupe1000,0.261,0.918
groupe1000,0.516,0.927
groupe1000,0.955,1.0
groupe1000,0.158,0.878
groupe1000,0.706,0.956
groupe1000,1.0,1.0
groupe1000,0.107,0.665
groupe1000,0.132,0.725
groupe1000,0.113,0.616
groupe1000,0.153,0.728
groupe1000,0.119,0.675
groupe1000,0.092,0.553
groupe1000,0.107,0.678
groupe1000,0.122,0.638
groupe1000,0.154,0.739
groupe1000,0.18,0.596
groupe1000,0.508,0.729
groupe1000,0.096,0.598
groupe1000,0.274,0.737
groupe1000,0.086,0.527
groupe1000,0.103,0.62
groupe1000,0.221,0.789
groupe1000,0.033,0.295
groupe1000,0.106,0.617
groupe1000,0.881,1.0
groupe1000,0.156,0.919
groupe1000,0.598,0.996
groupe1000,0.129,0.85
groupe1000,0.619,0.996
groupe1000,0.17,0.863
groupe1000,0.094,0.731
groupe1000,0.425,0.983
groupe1000,0.174,0.832
groupe1000,0.097,0.841
groupe1000,0.95,1.0
groupe1000,0.136,0.844
groupe1000,0.111,0.83
groupe1000,0.123,0.887
groupe1000,0.622,0.993
groupe1000,0.563,0.993
groupe1000,0.942,1.0
groupe1000,0.614,0.993
groupe1000,0.114,0.815
groupe1000,0.986,0.93
groupe1000,0.118,0.869
groupe1000,0.268,0.849
groupe1000,0.294,0.846
groupe1000,0.814,0.972
groupe1000,0.853,0.919
groupe1000,0.844,0.931
groupe1000,0.271,0.847
groupe1000,0.232,0.82
groupe1000,0.36,0.763
groupe1000,0.314,0.873
groupe1000,0.263,0.881
groupe1000,0.731,0.984
groupe1000,0.41,0.914
groupe1000,0.328,0.833
groupe1000,0.281,0.801
groupe1000,0.301,0.923
groupe1000,0.27,0.801
groupe1000,0.85,1.0
groupe1000,0.284,0.826
groupe1000,0.329,0.903
groupe1000,0.38,0.435
groupe1000,0.124,0.651
groupe1000,0.341,0.622
groupe1000,0.848,0.977
groupe1000,0.233,0.701
groupe1000,0.985,0.673
groupe1000,0.214,0.709
groupe1000,0.85,0.978
groupe1000,0.07,0.55
groupe1000,0.273,0.819
groupe1000,0.116,0.619
groupe1000,0.26,0.734
groupe1000,0.897,0.645
groupe1000,0.229,0.715
groupe1000,0.884,0.831
groupe1000,0.228,0.718
groupe1000,0.855,0.974
groupe1000,0.233,0.729
groupe1000,0.985,0.647
groupe1000,0.289,0.894
groupe1000,0.246,0.808
groupe1000,0.787,0.973
groupe1000,0.308,0.833
groupe1000,0.315,0.899
groupe1000,0.31,0.899
groupe1000,0.224,0.881
groupe1000,0.307,0.891
groupe1000,0.208,0.826
groupe1000,0.991,1.0
groupe1000,0.943,1.0
groupe1000,0.373,0.85
groupe1000,0.264,0.866
groupe1000,0.189,0.87
groupe1000,0.336,0.818
groupe1000,0.58,0.884
groupe1000,0.58,0.884
groupe1000,0.424,0.971
groupe1000,0.138,0.807
groupe1000,0.076,0.747
groupe1000,0.12,0.709
groupe1000,0.186,0.764
groupe1000,0.096,0.723
groupe1000,0.091,0.659
groupe1000,0.587,0.998
groupe1000,0.121,0.683
groupe1000,0.112,0.71
groupe1000,0.104,0.707
groupe1000,0.147,0.689
groupe1000,0.138,0.653
groupe1000,0.15,0.68
groupe1000,0.12,0.692
groupe1000,0.113,0.65
groupe1000,0.095,0.78
groupe1000,0.102,0.82
groupe1000,0.111,0.678
groupe1000,0.113,0.672
groupe1000,0.191,0.789
groupe1000,0.308,0.926
groupe1000,0.992,1.0
groupe1000,0.164,0.884
groupe1000,0.242,0.784
groupe1000,0.95,1.0
groupe1000,0.355,0.941
groupe1000,0.366,0.937
groupe1000,0.395,0.979
groupe1000,0.375,0.979
groupe1000,0.805,0.988
groupe1000,0.303,0.929
groupe1000,0.375,0.925
groupe1000,0.378,0.921
groupe1000,0.361,0.921
groupe1000,0.189,0.828
groupe1000,0.358,0.925
groupe1000,0.358,0.917
groupe1000,0.171,0.815
groupe1000,0.097,0.754
groupe1000,0.136,0.867
groupe1000,0.129,0.798
groupe1000,0.058,0.747
groupe1000,0.026,0.776
groupe1000,0.171,0.815
groupe1000,0.179,0.777
groupe1000,0.104,0.714
groupe1000,0.189,0.922
groupe1000,0.189,0.92
groupe1000,0.121,0.818
groupe1000,0.152,0.906
groupe1000,0.225,0.809
groupe1000,0.152,0.848
groupe1000,0.253,0.871
groupe1000,0.258,0.782
groupe1000,0.136,0.793
groupe1000,0.171,0.825
groupe1000,0.183,0.852
groupe1000,0.095,0.802
groupe1000,0.114,0.836
groupe1000,0.218,0.866
groupe1000,0.166,0.85
groupe1000,0.112,0.856
groupe1000,0.114,0.782
groupe1000,0.186,0.828
groupe1000,0.167,0.818
groupe1000,0.214,0.899
groupe1000,0.128,0.797
groupe1000,0.142,0.879
groupe1000,0.145,0.885
groupe1000,0.189,0.909
groupe1000,0.098,0.756
groupe1000,0.071,0.858
groupe1000,0.993,1.0
groupe1000,0.236,0.932
groupe1000,0.565,0.996
groupe1000,0.534,0.978
groupe1000,0.511,0.992
groupe1000,0.97,0.985
groupe1000,0.87,1.0
groupe1000,0.55,0.982
groupe1000,0.802,1.0
groupe1000,0.527,0.978
groupe1000,0.692,0.985
groupe1000,0.511,0.978
groupe1000,0.964,1.0
groupe1000,0.969,1.0
groupe1000,0.977,1.0
groupe1000,0.824,1.0
groupe1000,0.534,0.992
groupe1000,0.557,0.996
groupe1000,0.541,1.0
groupe1000,0.504,0.978
groupe1000,0.587,0.972
groupe1000,0.257,0.896
groupe1000,0.13,0.698
groupe1000,0.099,0.742
groupe1000,0.528,0.95
groupe1000,0.206,0.878
groupe1000,0.11,0.658
groupe1000,0.107,0.697
groupe1000,0.098,0.62
groupe1000,0.175,0.783
groupe1000,0.127,0.674
groupe1000,0.176,0.851
groupe1000,0.13,0.659
groupe1000,0.151,0.79
groupe1000,0.132,0.69
groupe1000,0.198,0.789
groupe1000,0.125,0.667
groupe1000,0.173,0.792
groupe1000,0.625,0.977
groupe1000,0.288,0.735
groupe1000,0.686,0.919
groupe1000,0.294,0.791
groupe1000,0.716,0.929
groupe1000,0.373,0.76
groupe1000,0.358,0.806
groupe1000,0.339,0.791
groupe1000,0.696,0.821
groupe1000,1.0,1.0
groupe1000,0.367,0.806
groupe1000,0.686,0.919
groupe1000,0.642,0.919
groupe1000,0.356,0.882
groupe1000,0.716,0.821
groupe1000,0.993,1.0
groupe1000,0.367,0.806
groupe1000,0.25,0.891
groupe1000,0.14,0.886
groupe1000,0.159,0.767
groupe1000,0.126,0.86
groupe1000,0.264,0.901
groupe1000,0.296,0.919
groupe1000,0.138,0.839
groupe1000,0.192,0.812
groupe1000,0.204,0.842
groupe1000,0.2,0.92
groupe1000,0.163,0.723
groupe1000,0.141,0.908
groupe1000,0.181,0.866
groupe1000,0.25,0.927
groupe1000,0.123,0.705
groupe1000,0.682,1.0
groupe1000,0.163,0.858
groupe1000,0.207,0.853
groupe1000,0.548,0.98
groupe1000,0.912,0.998
groupe1000,0.988,0.998
groupe1000,0.579,0.974
groupe1000,0.991,0.927
groupe1000,0.761,0.996
groupe1000,0.976,1.0
groupe1000,0.976,1.0
groupe1000,0.692,0.988
groupe1000,0.542,0.99
groupe1000,0.567,0.99
groupe1000,0.761,0.996
groupe1000,0.752,0.98
groupe1000,1.0,0.992
groupe1000,0.563,0.99
groupe1000,0.968,1.0
groupe1000,0.541,0.908
groupe1000,0.547,0.985
groupe1000,0.566,0.985
groupe1000,0.28,0.911
groupe1000,0.836,1.0
groupe1000,0.275,0.916
groupe1000,0.302,0.901
groupe1000,0.302,0.888
groupe1000,0.535,0.981
groupe1000,0.693,0.99
groupe1000,0.295,0.901
groupe1000,0.407,0.979
groupe1000,0.318,0.913
groupe1000,0.965,1.0
groupe1000,1.0,0.996
groupe1000,0.352,0.904
groupe1000,0.958,1.0
groupe1000,0.93,1.0
groupe1000,0.312,0.905
groupe1000,0.33,0.877
groupe1000,0.33,0.877
groupe1000,0.513,0.915
groupe1000,0.412,0.898
groupe1000,0.296,0.826
groupe1000,0.983,1.0
groupe1000,0.227,0.883
groupe1000,0.574,0.948
groupe1000,0.351,0.903
groupe1000,0.315,0.93
groupe1000,0.235,0.832
groupe1000,0.177,0.789
groupe1000,0.513,0.915
groupe1000,1.0,1.0
groupe1000,0.6,0.944
groupe1000,0.431,0.907
groupe1000,0.513,0.958
groupe1000,0.269,0.818
groupe1000,0.173,0.874
groupe1000,0.522,0.954
groupe1000,0.212,0.805
groupe1000,1.0,1.0
groupe1000,0.268,0.879
groupe1000,0.32,0.884
groupe1000,0.986,1.0
groupe1000,0.328,0.848
groupe1000,0.282,0.793
groupe1000,0.314,0.782
groupe1000,0.136,0.841
groupe1000,0.11,0.848
groupe1000,0.213,0.82
groupe1000,0.211,0.812
groupe1000,0.25,0.915
groupe1000,0.25,0.936
groupe1000,0.173,0.894
groupe1000,0.128,0.706
groupe1000,0.135,0.86
groupe1000,0.067,0.716
groupe1000,0.16,0.796
groupe1000,0.168,0.812
groupe1000,0.345,0.93
groupe1000,0.129,0.747
groupe1000,0.08,0.713
groupe1000,0.126,0.779
groupe1000,0.185,0.754
groupe1000,0.176,0.891
groupe1000,0.142,0.768
groupe1000,0.118,0.735
groupe1000,0.148,0.777
groupe1000,0.12,0.716
groupe1000,0.158,0.77
groupe1000,0.192,0.785
groupe1000,0.242,0.934
groupe1000,0.2,0.686
groupe1000,0.525,0.924
groupe1000,0.5,0.962
groupe1000,0.227,0.919
groupe1000,0.985,1.0
groupe1000,0.552,0.993
groupe1000,0.518,0.908
groupe1000,0.612,1.0
groupe1000,0.552,0.993
groupe1000,0.507,0.986
groupe1000,0.463,1.0
groupe1000,0.299,0.949
groupe1000,0.697,0.955
groupe1000,0.627,0.985
groupe1000,0.985,1.0
groupe1000,0.239,0.729
groupe1000,0.132,0.656
groupe1000,0.151,0.797
groupe1000,0.164,0.663
groupe1000,0.117,0.764
groupe1000,0.136,0.736
groupe1000,0.127,0.657
groupe1000,0.135,0.831
groupe1000,0.177,0.691
groupe1000,0.128,0.693
groupe1000,0.111,0.722
groupe1000,0.085,0.761
groupe1000,0.166,0.796
groupe1000,0.136,0.604
groupe1000,0.137,0.648
groupe1000,0.138,0.785
groupe1000,0.133,0.612
groupe1000,0.135,0.729
groupe1000,0.172,0.83
groupe1000,0.239,0.804
groupe1000,0.356,0.877
groupe1000,0.239,0.858
groupe1000,0.193,0.866
groupe1000,0.254,0.867
groupe1000,0.54,0.9
groupe1000,0.24,0.852
groupe1000,0.389,0.988
groupe1000,0.557,0.927
groupe1000,0.607,0.99
groupe1000,0.278,0.91
groupe1000,0.517,0.937
groupe1000,0.264,0.858
groupe1000,0.239,0.839
groupe1000,0.437,0.965
groupe1000,0.436,0.96
groupe1000,0.411,0.969
groupe1000,0.948,1.0
groupe1000,0.113,0.511
groupe1000,0.127,0.519
groupe1000,0.446,0.969
groupe1000,0.078,0.521
groupe1000,0.234,0.646
groupe1000,0.099,0.646
groupe1000,0.145,0.532
groupe1000,0.366,0.877
groupe1000,0.193,0.543
groupe1000,0.073,0.539
groupe1000,0.436,0.96
groupe1000,0.402,0.969
groupe1000,0.162,0.772
groupe1000,0.996,1.0
groupe1000,0.222,0.884
groupe1000,0.242,0.913
groupe1000,0.174,0.848
groupe1000,0.172,0.874
groupe1000,0.174,0.765
groupe1000,0.156,0.774
groupe1000,0.158,0.821
groupe1000,0.171,0.833
groupe1000,0.446,0.973
groupe1000,0.996,1.0
groupe1000,0.183,0.804
groupe1000,0.156,0.823
groupe1000,0.552,0.998
groupe1000,0.222,0.834
groupe1000,0.15,0.693
groupe1000,0.108,0.708
groupe1000,0.181,0.817
groupe1000,0.182,0.717
groupe1000,0.389,0.848
groupe1000,0.145,0.641
groupe1000,0.414,0.895
groupe1000,0.164,0.633
groupe1000,0.141,0.708
groupe1000,0.178,0.762
groupe1000,0.162,0.716
groupe1000,0.146,0.64
groupe1000,0.308,0.914
groupe1000,0.175,0.67
groupe1000,0.261,0.863
groupe1000,0.357,0.857
groupe1000,0.178,0.834
groupe1000,0.199,0.869
groupe1000,0.202,0.869
groupe1000,0.855,0.997
groupe1000,0.525,0.96
groupe1000,0.241,0.684
groupe1000,0.089,0.588
groupe1000,0.237,0.866
groupe1000,0.142,0.779
groupe1000,0.422,0.945
groupe1000,0.208,0.891
groupe1000,0.182,0.887
groupe1000,0.544,0.962
groupe1000,0.192,0.84
groupe1000,0.465,0.773
groupe1000,0.11,0.573
groupe1000,0.491,0.714
groupe1000,0.963,0.928
groupe1000,0.396,0.681
groupe1000,0.455,0.764
groupe1000,0.472,0.759
groupe1000,0.986,1.0
groupe1000,0.108,0.555
groupe1000,0.995,1.0
groupe1000,0.595,0.744
groupe1000,0.952,0.995
groupe1000,0.472,0.759
groupe1000,0.195,0.842
groupe1000,0.169,0.846
groupe1000,0.16,0.873
groupe1000,0.625,0.986
groupe1000,0.257,0.859
groupe1000,0.412,0.958
groupe1000,0.23,0.859
groupe1000,1.0,1.0
groupe1000,0.309,0.945
groupe1000,0.986,1.0
groupe1000,0.986,1.0
groupe1000,0.333,0.91
groupe1000,0.243,0.871
groupe1000,0.191,0.825
groupe1000,0.342,0.966
groupe1000,0.351,0.993
groupe1000,0.55,0.997
groupe1000,0.744,0.997
groupe1000,0.182,0.944
groupe1000,1.0,1.0
groupe1000,0.135,0.912
groupe1000,0.509,0.997
groupe1000,0.267,0.954
groupe1000,0.585,0.997
groupe1000,0.238,0.944
groupe1000,0.293,0.976
groupe1000,0.559,0.916
groupe1000,0.202,0.941
groupe1000,0.29,0.974
groupe1000,0.438,0.991
groupe1000,0.228,0.951
groupe1000,0.673,0.965
groupe1000,0.134,0.803
groupe1000,0.144,0.854
groupe1000,0.188,0.777
groupe1000,0.143,0.863
groupe1000,0.205,0.752
groupe1000,0.108,0.708
groupe1000,0.209,0.847
groupe1000,0.103,0.715
groupe1000,0.126,0.734
groupe1000,0.944,1.0
groupe1000,0.169,0.872
groupe1000,0.15,0.825
groupe1000,0.282,0.914
groupe1000,0.195,0.867
groupe1000,0.514,0.997
groupe1000,0.53,0.994
groupe1000,0.115,0.852
groupe1000,0.978,1.0
groupe1000,0.284,0.953
groupe1000,0.503,0.889
groupe1000,0.308,0.95
groupe1000,0.099,0.811
groupe1000,0.829,1.0
groupe1000,0.169,0.891
groupe1000,0.312,0.882
groupe1000,0.308,0.95
groupe1000,0.144,0.898
groupe1000,0.103,0.911
groupe1000,0.057,0.377
groupe1000,0.071,0.317
groupe1000,0.065,0.408
groupe1000,0.115,0.575
groupe1000,0.108,0.574
groupe1000,0.087,0.442
groupe1000,0.088,0.496
groupe1000,0.075,0.509
groupe1000,0.259,0.642
groupe1000,0.076,0.239
groupe1000,0.094,0.53
groupe1000,0.125,0.538
groupe1000,0.091,0.503
groupe1000,0.055,0.422
groupe1000,0.745,0.96
groupe1000,0.084,0.482
groupe1000,0.187,0.534
groupe1000,0.059,0.611
groupe1000,0.13,0.615
groupe1000,0.195,0.75
groupe1000,0.574,0.925
groupe1000,0.203,0.67
groupe1000,0.168,0.757
groupe1000,0.092,0.503
groupe1000,0.138,0.696
groupe1000,0.362,0.877
groupe1000,0.123,0.693
groupe1000,0.123,0.332
groupe1000,0.25,0.764
groupe1000,0.019,0.178
groupe1000,0.076,0.507
groupe1000,0.206,0.505
groupe1000,0.1,0.441
groupe1000,0.21,0.512
groupe1000,0.259,0.694
groupe1000,0.107,0.287
groupe1000,0.57,0.864
groupe1000,0.913,1.0
groupe1000,0.104,0.364
groupe1000,0.041,0.319
groupe1000,0.155,0.386
groupe1000,0.021,0.19
groupe1000,0.242,0.686
groupe1000,0.208,0.802
groupe1000,1.0,1.0
groupe1000,0.227,0.866
groupe1000,0.109,0.836
groupe1000,0.126,0.703
groupe1000,0.337,0.85
groupe1000,0.261,0.91
groupe1000,0.164,0.836
groupe1000,0.599,0.974
groupe1000,0.199,0.797
groupe1000,0.203,0.846
groupe1000,0.165,0.889
groupe1000,0.12,0.835
groupe1000,0.15,0.806
groupe1000,0.542,0.988
groupe1000,0.116,0.739
groupe1000,0.463,0.936
groupe1000,0.197,0.829
groupe1000,0.155,0.803
groupe1000,0.328,0.769
groupe1000,0.998,1.0
groupe1000,0.173,0.876
groupe1000,0.35,0.966
groupe1000,0.998,1.0
groupe1000,0.519,0.981
groupe1000,0.48,0.989
groupe1000,0.139,0.747
groupe1000,0.263,0.817
groupe1000,0.803,0.998
groupe1000,0.284,0.857
groupe1000,0.085,0.777
groupe1000,0.859,0.95
groupe1000,0.142,0.846
groupe1000,0.117,0.832
groupe1000,0.152,0.854
groupe1000,0.393,0.771
groupe1000,0.353,0.843
groupe1000,0.324,0.889
groupe1000,0.141,0.828
groupe1000,0.064,0.769
groupe1000,0.12,0.851
groupe1000,0.104,0.853
groupe1000,0.219,0.86
groupe1000,0.143,0.896
groupe1000,0.141,0.879
groupe1000,0.1,0.853
groupe1000,0.263,0.928
groupe1000,0.441,0.923
groupe1000,0.129,0.84
groupe1000,0.223,0.885
groupe1000,0.156,0.911
groupe1000,0.111,0.835
groupe1000,0.226,0.89
groupe1000,0.119,0.693
groupe1000,0.333,0.938
groupe1000,0.878,0.816
groupe1000,0.483,0.961
groupe1000,0.476,0.961
groupe1000,0.329,0.968
groupe1000,0.961,0.991
groupe1000,0.294,0.957
groupe1000,0.148,0.852
groupe1000,0.974,1.0
groupe1000,0.697,1.0
groupe1000,0.343,0.756
groupe1000,0.476,0.961
groupe1000,0.483,0.955
groupe1000,0.163,0.845
groupe1000,0.15,0.79
groupe1000,0.096,0.666
groupe1000,0.242,0.779
groupe1000,0.113,0.716
groupe1000,0.194,0.763
groupe1000,0.18,0.723
groupe1000,0.077,0.827
groupe1000,0.091,0.849
groupe1000,0.176,0.704
groupe1000,1.0,1.0
groupe1000,0.175,0.81
groupe1000,0.242,0.917
groupe1000,0.25,0.748
groupe1000,0.172,0.724
groupe1000,0.493,0.722
groupe1000,0.257,0.67
groupe1000,0.163,0.593
groupe1000,0.176,0.641
groupe1000,0.13,0.678
groupe1000,0.112,0.563
groupe1000,0.077,0.372
groupe1000,0.158,0.645
groupe1000,0.211,0.647
groupe1000,0.284,0.816
groupe1000,0.204,0.678
groupe1000,0.158,0.627
groupe1000,0.474,0.981
groupe1000,0.472,0.973
groupe1000,0.305,0.969
groupe1000,0.988,1.0
groupe1000,0.288,0.946
groupe1000,0.617,0.977
groupe1000,0.99,0.952
groupe1000,1.0,1.0
groupe1000,0.959,0.997
groupe1000,0.608,0.985
groupe1000,0.532,0.977
groupe1000,0.533,0.977
groupe1000,0.988,1.0
groupe1000,0.446,0.946
groupe1000,0.157,0.656
groupe1000,0.144,0.618
groupe1000,0.237,0.865
groupe1000,0.125,0.608
groupe1000,0.148,0.608
groupe1000,0.131,0.625
groupe1000,0.111,0.641
groupe1000,0.259,0.875
groupe1000,0.122,0.737
groupe1000,0.116,0.666
groupe1000,0.38,0.929
groupe1000,0.097,0.612
groupe1000,0.992,1.0
groupe1000,0.574,0.97
groupe1000,0.525,0.966
groupe1000,0.238,0.95
groupe1000,0.989,1.0
groupe1000,0.978,1.0
groupe1000,0.507,0.966
groupe1000,0.975,1.0
groupe1000,0.281,0.705
groupe1000,0.356,0.953
groupe1000,0.241,0.95
groupe1000,0.409,0.939
groupe1000,0.238,0.943
groupe1000,0.667,0.991
groupe1000,0.687,0.991
groupe1000,0.851,1.0
groupe1000,0.333,0.961
groupe1000,0.207,0.951
groupe1000,0.165,0.907
groupe1000,0.298,0.902
groupe1000,0.396,0.943
groupe1000,0.294,0.968
groupe1000,0.393,0.856
groupe1000,0.158,0.931
groupe1000,0.323,0.976
groupe1000,0.919,1.0
groupe1000,0.36,0.923
groupe1000,0.116,0.896
groupe1000,0.294,0.938
groupe1000,0.118,0.871
groupe1000,0.151,0.896
groupe1000,0.144,0.896
groupe1000,0.122,0.774
groupe1000,0.184,0.776
groupe1000,0.394,0.946
groupe1000,0.954,1.0
groupe1000,0.986,1.0
groupe1000,0.126,0.893
groupe1000,0.448,0.922
groupe1000,0.451,0.922
groupe1000,0.452,0.694
groupe1000,0.208,0.782
groupe1000,0.476,0.953
groupe1000,0.278,0.856
groupe1000,0.993,1.0
groupe1000,0.222,0.672
groupe1000,0.448,0.922
groupe1000,0.834,0.986
groupe1000,0.275,0.856
groupe1000,0.785,0.964
groupe1000,0.196,0.757
groupe1000,0.463,0.929
groupe1000,0.215,0.88
groupe1000,0.545,0.926
groupe1000,0.954,1.0
groupe1000,0.463,0.929
groupe1000,0.356,0.914
groupe1000,0.431,0.89
groupe1000,0.463,0.929
groupe1000,0.328,0.898
groupe1000,0.41,0.914
groupe1000,0.324,0.898
groupe1000,0.324,0.898
groupe1000,0.324,0.898
groupe1000,0.985,1.0
groupe1000,0.985,1.0
groupe1000,1.0,1.0
groupe1000,1.0,1.0
groupe1000,0.485,1.0
groupe1000,0.529,1.0
groupe1000,0.5,1.0
groupe1000,1.0,1.0
groupe1000,1.0,1.0
groupe1000,0.382,0.928
groupe1000,0.299,0.947
groupe1000,0.5,1.0
groupe1000,0.969,1.0
groupe1000,0.981,0.994
groupe1000,0.455,0.972
groupe1000,0.358,0.928
groupe1000,0.87,1.0
groupe1000,0.434,0.931
groupe1000,0.565,0.908
groupe1000,0.243,0.805
groupe1000,0.442,0.969
groupe1000,0.314,0.815
groupe1000,0.45,0.934
groupe1000,0.191,0.862
groupe1000,0.168,0.873
groupe1000,0.246,0.824
groupe1000,1.0,1.0
groupe1000,0.105,0.678
groupe1000,0.179,0.711
groupe1000,0.115,0.729
groupe1000,0.212,0.865
groupe1000,0.158,0.832
groupe1000,0.182,0.854
groupe1000,0.317,0.969
groupe1000,0.177,0.853
groupe1000,0.122,0.79
groupe1000,0.426,0.928
groupe1000,0.174,0.871
groupe1000,0.125,0.866
groupe1000,1.0,1.0
groupe1000,0.105,0.889
groupe1000,1.0,1.0
groupe1000,0.089,0.861
groupe1000,0.12,0.862
groupe1000,0.206,0.926
groupe1000,0.969,1.0
groupe1000,0.18,0.874
groupe1000,0.336,0.922
groupe1000,0.969,1.0
groupe1000,0.351,0.967
groupe1000,0.848,0.992
groupe1000,0.787,0.941
groupe1000,1.0,1.0
groupe1000,0.926,0.984
groupe1000,0.449,0.91
groupe1000,0.412,0.971
groupe1000,0.159,0.893
groupe1000,0.466,0.906
groupe1000,0.157,0.772
groupe1000,0.846,0.984
groupe1000,0.12,0.721
groupe1000,0.136,0.719
groupe1000,0.261,0.779
groupe1000,0.107,0.857
groupe1000,0.175,0.768
groupe1000,0.321,0.851
groupe1000,0.155,0.79
groupe1000,0.14,0.838
groupe1000,0.146,0.811
groupe1000,0.167,0.664
groupe1000,0.417,0.894
groupe1000,0.185,0.627
groupe1000,0.275,0.765
groupe1000,0.216,0.733
groupe1000,0.13,0.863
groupe1000,0.114,0.787
groupe1000,0.132,0.83
groupe1000,0.123,0.811
groupe1000,0.111,0.802
groupe1000,0.165,0.741
groupe1000,0.215,0.913
groupe1000,0.146,0.84
groupe1000,0.155,0.804
groupe1000,0.176,0.755
groupe1000,0.146,0.856
groupe1000,0.114,0.787
groupe1000,0.53,0.968
groupe1000,0.974,1.0
groupe1000,0.538,0.961
groupe1000,0.115,0.848
groupe1000,0.564,0.961
groupe1000,0.441,0.914
groupe1000,0.53,0.961
groupe1000,0.684,1.0
groupe1000,0.726,1.0
groupe1000,0.157,0.837
groupe1000,0.171,0.857
groupe1000,0.305,0.852
groupe1000,0.199,0.903
groupe1000,0.263,0.851
groupe1000,0.191,0.809
groupe1000,0.151,0.816
groupe1000,0.192,0.888
